Date,Time,Subsystem,Error Code,Error Text,Recovery Class,Major Function,Minor Function,Recommended Action,Root Cause,Times,Debug Text,Source File,
2019/08/28,12:46:32:629,POS,1050170, CLEAR,DO, GantryAxis, Motion stopped, Frt_COLLIM_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:46:22:617,POS,1050170, Front: FRT COLLIM BUMP,DO, GantryAxis, Motion stopped, Frt_COLLIM_BUMP,0,0,  - FRONTAL TUBE COLLISION (T:0x4A13 H:0x0010 U:0x0000).,saf_safetytask.c,2149,
2019/08/28,12:43:34:496,POS,1050748, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:43:34:086,POS,1050747, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPRODUCIBILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:43:24:474,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, - Repeatability issue on Plane Index=0xfc0,axis Id=10 name=TBL_LAT,Motion=58 mm or 1/10deg,motionMonitoring.c,550,
2019/08/28,12:43:23:923,POS,1050747, ERR REPRODUCIBILITY,DO, PosUserInterface, 0, Frt_ERR_REPRODUCIBILITY,0,1,  - Reproducibility is incremented on axis = TBL_LAT Plane =0x80 due to new calibration,debug_screen_task.c,3368,
2019/08/28,12:41:01:328,POS,1050747, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPRODUCIBILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:40:51:316,POS,1050747, ERR REPRODUCIBILITY,DO, PosUserInterface, 0, Frt_ERR_REPRODUCIBILITY,0,0,  - Reproducibility is incremented on axis = TBL_LAT Plane =0x80 due to new calibration,debug_screen_task.c,3368,
2019/08/28,12:39:50:171,POS,1050748, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:39:50:160,POS,1050182, CLEAR,WR, Table,"Intermittent Motion Stop, Speed Degraded", Frt_TBL_AXIS_POT_ENCODER_FAILURE,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:39:17:214,POS,1050711, CLEAR,WR, GantryAxis, Speed Degraded, Frt_TBL_LONGITUDINAL_AXIS,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:39:12:771,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0,  - REPEATABILITY IS INCREMENTED : EM_TBL_AXIS_POT_ENCODER_FAILURE,saf_motionerrors.c,1296,
2019/08/28,12:39:12:762,POS,1050182,"ALARM (!! , 2.3) - TBL AXIS POT ENCODER FAILURE",WR, Table,"Intermittent Motion Stop, Speed Degraded", Frt_TBL_AXIS_POT_ENCODER_FAILURE,0,0,  - Table Long : Potentiometer/encoder mismatch. Motion halted. (T:0x4AC3 H:0x0000 U:0x2000),saf_motionerrors.c,1282,
2019/08/28,12:38:30:881,POS,1050747, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPRODUCIBILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:38:22:869,POS,1050170, CLEAR,DO, GantryAxis, Motion stopped, Frt_COLLIM_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:38:20:859,POS,1050710, CLEAR,WR, GantryAxis, Speed Degraded, Frt_TBL_LATERAL_AXIS,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:38:20:829,POS,1050747, ERR REPRODUCIBILITY,DO, PosUserInterface, 0, Frt_ERR_REPRODUCIBILITY,0,0,  - Reproducibility is incremented on axis = TBL_LAT Plane =0x80 due to new calibration,debug_screen_task.c,3368,
2019/08/28,12:38:12:677,POS,1050170, Front: FRT COLLIM BUMP,DO, GantryAxis, Motion stopped, Frt_COLLIM_BUMP,0,0,  - FRONTAL TUBE COLLISION (T:0x4A13 H:0x0010 U:0x0000).,saf_safetytask.c,2149,
2019/08/28,12:38:09:806,POS,1050710,"ALARM (!! , 2.3) - Table lateral position is out of range",WR, GantryAxis, Speed Degraded, Frt_TBL_LATERAL_AXIS,0,0, - Table:lateral axis encoder, potentiometer failure,TBL LAT out of range,table_geometry_task.c,1964,
2019/08/28,12:37:25:225,POS,1050748, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:37:24:815,POS,1050747, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPRODUCIBILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:37:15:203,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, - Repeatability issue on Plane Index=0xfc0,axis Id=10 name=TBL_LAT,Motion=14 mm or 1/10deg,motionMonitoring.c,550,
2019/08/28,12:37:14:655,POS,1050747, ERR REPRODUCIBILITY,DO, PosUserInterface, 0, Frt_ERR_REPRODUCIBILITY,0,0,  - Reproducibility is incremented on axis = TBL_LAT Plane =0x80 due to new calibration,debug_screen_task.c,3368,
2019/08/28,12:30:44:387,POS,1050302, CLEAR,DO, GantryAxis, Speed Degraded, Frt_ANT_ROBOT_ERROR,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:30:44:307,POS,1050303, EM_ANT_CINEMATIC_ERROR_TBL_HT,DO, GantryAxis, Speed Degraded, Frt_ANT_ROBOT_ERROR,0,0,  - Axis out of range,anticol_task.c,1467,
2019/08/28,12:30:44:297,POS,1050302, EM_ANT_CINEMATIC_ERROR_TBL_LAT,DO, GantryAxis, Speed Degraded, Frt_ANT_ROBOT_ERROR,0,0,  - Axis out of range,anticol_task.c,1467,
2019/08/28,12:30:44:280,POS,1050710, CLEAR,WR, GantryAxis, Speed Degraded, Frt_TBL_LATERAL_AXIS,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:27:22:609,POS,1050170, CLEAR,DO, GantryAxis, Motion stopped, Frt_COLLIM_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:27:12:596,POS,1050170, Front: FRT COLLIM BUMP,DO, GantryAxis, Motion stopped, Frt_COLLIM_BUMP,0,0,  - FRONTAL TUBE COLLISION (T:0x4A13 H:0x0010 U:0x0000).,saf_safetytask.c,2149,
2019/08/28,12:23:08:053,RTA,600502, Front: Collimator power recovered ; continue,DO, XRBeamForm, control, Frt_Component(s)_Collimator,0,0, Collimator power supply recovered [00000203-00000005-00000004-00000100],XRPAtlasLogger.cpp,114,
2019/08/28,12:23:08:049,RTA,600501, CLEAR,IH, XRBeamForm, control, Frt_Component(s)_Collimator,0,0, (null),XRBeamFormFront,212,
2019/08/28,12:23:07:886,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:23:00:085,POS,1050748, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:23:00:074,POS,1050747, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPRODUCIBILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:22:58:854,POS,1050613, PIB 180V MONITORING,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0,  - MPDU: 180V outside limits,poslayer.c,1137,
2019/08/28,12:22:56:263,POS,1050155, Front: FRT CS COM,WR, PositionerInternalCom, Reset From Back Plane, Frt_CS_COM,0,0,  - POS : COMMUNICATION ERROR WITH CAPACITIVE SENSORS BOARD during watchdog (4ACC).,cap_sensors_task.c,2085,
2019/08/28,12:22:55:107,RTA,1000014, CLEAR,WR, XRImChainPos, control, Frt_Lift_AXIS_POT_ENCODER_FAILURE,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:22:50:742,POS,1050749, ERR TIMESTAMPING,DO, PosUserInterface, 0, Frt_ERR_TIMESTAMPING,0,0,  - Time Stamping issue on axis id=800 name=TBL_LIFT: axis is invalid,degraded_mode_task.c,2411,
2019/08/28,12:22:50:732,POS,1050749, ERR TIMESTAMPING,DO, PosUserInterface, 0, Frt_ERR_TIMESTAMPING,0,0,  - Time Stamping issue on axis id=400 name=TBL_LAT: axis is invalid,degraded_mode_task.c,2411,
2019/08/28,12:22:50:722,POS,1050749, ERR TIMESTAMPING,DO, PosUserInterface, 0, Frt_ERR_TIMESTAMPING,0,0,  - Time Stamping issue on axis id=200 name=TBL_LONG: axis is invalid,degraded_mode_task.c,2411,
2019/08/28,12:22:50:022,RTA,600501, Front: Collimator power failure ; wait automatic recover,IH, XRBeamForm, control, Frt_Component(s)_Collimator,0,0, Collimator Power Failure [00000202-00000005-00000006-00000100] AngioCollim::stopNode Collimator power failure error,XRPAtlasLogger.cpp,114,
2019/08/28,12:22:49:966,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1218) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:22:49:942,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0,  - REPEATABILITY IS INCREMENTED : TBL LONG REFERENCE IS CHANGED,table_geometry_task.c,3622,
2019/08/28,12:22:49:932,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0,  - Repeatability is incremented : Reset on Table Plane,degraded_mode_task.c,2246,
2019/08/28,12:22:49:922,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0,  - Repeatability is incremented : Reset on Frontal Plane,degraded_mode_task.c,2246,
2019/08/28,12:22:49:912,POS,1050747, ERR REPRODUCIBILITY,DO, PosUserInterface, 0, Frt_ERR_REPRODUCIBILITY,0,0,  - Reproducibility is incremented on axis = FRT_DET Plane =0x3 due to new calibration,debug_screen_task.c,3368,
2019/08/28,12:22:49:904,POS,1050297, POS EVENT LOG,DO, 0, 0, Frt_Component(s)_Positioner_Event_logging,0,0,  - Frontal/Lateral (ALL_RESET_LINE) rack has been resetted for a request from PST (or calib.),motion_control_task.c,6170,
2019/08/28,12:22:49:902,RTA,1000014, Front: SID lost,WR, XRImChainPos, control, Frt_Lift_AXIS_POT_ENCODER_FAILURE,0,0, SID out of range,XRPAtlasLogger.cpp,114,
2019/08/28,12:22:48:502,POS,1050168, Front: FRT Detector BUMP,DO, GantryAxis, 0, Frt_II_BUMP,0,0,  - FRONTAL DETECTOR COLLISION (T:0x4A12 H:0x8 U:0x0000).,saf_safetytask.c,2206,
2019/08/28,12:22:45:931,POS,1050748, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:22:35:919,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, - Repeatability issue on Plane Index=0x3,axis Id=3 name=FRT_DET,Motion=3 mm or 1/10deg,motionMonitoring.c,550,
2019/08/28,12:21:10:960,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1196) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:21:09:759,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1199) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:21:09:559,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1201) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:21:08:159,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1203) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:21:07:959,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1197) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:21:07:317,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:20:59:157,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (885) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:58:957,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (879) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:58:756,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (875) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:58:607,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8750,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:58:557,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (874) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:58:507,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8730,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:58:407,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8700,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:58:356,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (868) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:58:307,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8670,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:58:207,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8640,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:58:157,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (863) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:58:107,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8620,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:56:505,POS,1050168, Front: FRT Detector BUMP,DO, GantryAxis, 0, Frt_II_BUMP,0,0,  - FRONTAL DETECTOR COLLISION (T:0x4A12 H:0x8 U:0x0000).,saf_safetytask.c,2206,
2019/08/28,12:20:49:110,RTA,600502, Front: Collimator power recovered ; continue,DO, XRBeamForm, control, Frt_Component(s)_Collimator,0,0, Collimator power supply recovered [00000203-00000005-00000004-00000100],XRPAtlasLogger.cpp,114,
2019/08/28,12:20:49:106,RTA,600501, CLEAR,IH, XRBeamForm, control, Frt_Component(s)_Collimator,0,0, (null),XRBeamFormFront,212,
2019/08/28,12:20:40:971,POS,1050748, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:20:40:960,POS,1050747, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPRODUCIBILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:20:39:750,POS,1050613, PIB 180V MONITORING,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0,  - MPDU: 180V outside limits,poslayer.c,1137,
2019/08/28,12:20:37:119,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, - Repeatability issue on Plane Index=0xfc0,axis Id=9 name=TBL_LONG,Motion=2332 mm or 1/10deg,motionMonitoring.c,550,
2019/08/28,12:20:36:211,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,1,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (860) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:36:018,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (860) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:36:014,RTA,1000014, CLEAR,WR, XRImChainPos, control, Frt_Lift_AXIS_POT_ENCODER_FAILURE,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:20:35:149,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0,  - REPEATABILITY IS INCREMENTED : TBL LONG REFERENCE IS CHANGED,table_geometry_task.c,3622,
2019/08/28,12:20:32:362,POS,1050749, CLEAR,DO, PosUserInterface, 0, Frt_ERR_TIMESTAMPING,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:20:31:778,POS,1050749, ERR TIMESTAMPING,DO, PosUserInterface, 0, Frt_ERR_TIMESTAMPING,0,0,  - Time Stamping issue on axis id=800 name=TBL_LIFT: axis is invalid,degraded_mode_task.c,2411,
2019/08/28,12:20:31:768,POS,1050749, ERR TIMESTAMPING,DO, PosUserInterface, 0, Frt_ERR_TIMESTAMPING,0,0,  - Time Stamping issue on axis id=400 name=TBL_LAT: axis is invalid,degraded_mode_task.c,2411,
2019/08/28,12:20:31:568,POS,1050749, ERR TIMESTAMPING,DO, PosUserInterface, 0, Frt_ERR_TIMESTAMPING,0,0,  - Time Stamping issue on axis id=200 name=TBL_LONG: axis is invalid,degraded_mode_task.c,2411,
2019/08/28,12:20:30:918,RTA,600501, Front: Collimator power failure ; wait automatic recover,IH, XRBeamForm, control, Frt_Component(s)_Collimator,0,0, Collimator Power Failure [00000202-00000005-00000006-00000100] AngioCollim::stopNode Collimator power failure error,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:30:838,POS,1050148, ERR MISCELLANEOUS,DO, PosUserInterface, 0, Frt_ERR_MISCELLANEOUS,0,0,   - ~The RACK is reset by task : SCHEDULER~~,lcmcchip.c,258,
2019/08/28,12:20:30:828,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0,  - Repeatability is incremented : Reset on Table Plane,degraded_mode_task.c,2246,
2019/08/28,12:20:30:818,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0,  - Repeatability is incremented : Reset on Frontal Plane,degraded_mode_task.c,2246,
2019/08/28,12:20:30:811,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1220) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:30:809,POS,1050747, ERR REPRODUCIBILITY,DO, PosUserInterface, 0, Frt_ERR_REPRODUCIBILITY,0,0,  - Reproducibility is incremented on axis = FRT_DET Plane =0x3 due to new calibration,debug_screen_task.c,3368,
2019/08/28,12:20:30:804,POS,1050297, POS EVENT LOG,DO, 0, 0, Frt_Component(s)_Positioner_Event_logging,0,0,  - Frontal/Lateral (ALL_RESET_LINE) rack has been resetted for a request from PST (or calib.),motion_control_task.c,6170,
2019/08/28,12:20:30:802,RTA,1000014, Front: SID lost,WR, XRImChainPos, control, Frt_Lift_AXIS_POT_ENCODER_FAILURE,0,0, SID out of range,XRPAtlasLogger.cpp,114,
2019/08/28,12:20:28:327,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:20:18:315,POS,1050168, Front: FRT Detector BUMP,DO, GantryAxis, 0, Frt_II_BUMP,0,5,  - FRONTAL DETECTOR COLLISION (T:0x4A12 H:0x8 U:0x0000).,saf_safetytask.c,2206,
2019/08/28,12:19:42:066,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:19:40:005,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (852) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:19:32:054,POS,1050168, Front: FRT Detector BUMP,DO, GantryAxis, 0, Frt_II_BUMP,0,4,  - FRONTAL DETECTOR COLLISION (T:0x4A12 H:0x8 U:0x0000).,saf_safetytask.c,2206,
2019/08/28,12:19:23:402,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (853) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:58:465,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/28,12:18:47:303,POS,1050168, Front: FRT Detector BUMP,DO, GantryAxis, 0, Frt_II_BUMP,0,3,  - FRONTAL DETECTOR COLLISION (T:0x4A12 H:0x8 U:0x0000).,saf_safetytask.c,2206,
2019/08/28,12:18:38:800,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (852) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:38:651,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8520,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:38:600,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (853) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:38:501,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8540,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:33:408,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (855) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:33:209,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (856) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:33:159,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8560,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:33:109,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8580,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:33:059,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8600,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:33:009,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8620,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:33:008,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (862) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:32:959,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8650,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:32:909,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8670,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:32:809,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8700,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:32:808,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (870) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:31:008,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (873) is out of [890,1195] range,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:30:959,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8730,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:30:895,RTA,3800333, Front: Beam coverage area out of bound. Limited to max. value,WR, XRTechOpt, EM, Frt_Software_Problem,0,0, 174222,XRPAtlasLogger.cpp,114,
2019/08/28,12:18:30:858,RTA,600205, Front: Collimator Rectangular blades recoverable error;  continue,AR, XRBeamForm, Rect. Blades, Frt_Component(s)_Collimator,0,0,Collimator SID out of range [00000120-00000002-00000006-00000100] AngioCollim::colUponSid Max SID 12330, Min SID 8770, Requested SID 8750,XRPAtlasLogger.cpp,114,
